Threads,Dim,Version,RollingMean_CheckSym,RollingMean_MatTranspose,SpeedupSym,SpeedupMatTrans,EfficiencySym,EfficiencyMatTrans
17,8,OMP,0.0004832,9.4e-06,0.0033112582781456954,0.10638297872340426,0.019477989871445268,0.6257822277847309
18,8,OMP,0.0004570000000000001,1.06e-05,0.0035010940919037187,0.09433962264150943,0.019450522732798438,0.5241090146750523
19,8,OMP,0.00042860000000000006,1e-05,0.00373308446103593,0.09999999999999999,0.019647812952820684,0.5263157894736842
20,8,OMP,0.0004622,1.28e-05,0.0034617048896581565,0.078125,0.017308524448290785,0.390625
21,8,OMP,0.0004626,1.2000000000000004e-05,0.0034587116299178555,0.0833333333333333,0.01647005538056122,0.39682539682539664
22,8,OMP,0.0005894,1.1e-05,0.002714625042416016,0.09090909090909091,0.012339204738254618,0.4132231404958678
23,8,OMP,0.0004440000000000001,1.2200000000000003e-05,0.0036036036036036024,0.08196721311475406,0.01566784175479827,0.35637918745545244
24,8,OMP,0.0004834,1.3e-05,0.0033098882912701694,0.07692307692307693,0.013791201213625705,0.32051282051282054
25,8,OMP,0.0004925999999999999,1.24e-05,0.003248071457572067,0.08064516129032258,0.012992285830288268,0.3225806451612903
26,8,OMP,0.0005712000000000001,1.2399999999999996e-05,0.002801120448179271,0.0806451612903226,0.010773540185304888,0.31017369727047156
27,8,OMP,0.0007376,1.3999999999999996e-05,0.0021691973969631233,0.07142857142857144,0.008034064433196753,0.2645502645502646
28,8,OMP,0.0004904,1.56e-05,0.003262642740619902,0.0641025641025641,0.011652295502213935,0.2289377289377289
29,8,OMP,0.0006722000000000001,1.24e-05,0.002380243975007438,0.08064516129032258,0.008207737844853234,0.27808676307007785
30,8,OMP,0.0008610000000000001,1.3e-05,0.0018583042973286874,0.07692307692307693,0.00619434765776229,0.2564102564102564
31,8,OMP,0.0010448,1.7e-05,0.0015313935681470136,0.058823529411764705,0.004939979252087141,0.18975332068311196
32,8,OMP,0.000825,1.6800000000000002e-05,0.0019393939393939393,0.059523809523809514,0.006060606060606061,0.18601190476190474
33,8,OMP,0.0006752,1.44e-05,0.0023696682464454974,0.06944444444444445,0.007180812868016659,0.21043771043771042
34,8,OMP,0.0007774,1.4e-05,0.002058142526369951,0.07142857142857142,0.006053360371676326,0.21008403361344538
35,8,OMP,0.0006643999999999999,1.6800000000000002e-05,0.0024081878386514152,0.059523809523809514,0.006880536681861187,0.17006802721088432
36,8,OMP,0.0007394,1.58e-05,0.0021639166892074655,0.06329113924050632,0.00601087969224296,0.17580872011251755
37,8,OMP,0.0007082000000000001,1.56e-05,0.002259248799774075,0.0641025641025641,0.006106077837227229,0.17325017325017325
38,8,OMP,0.0008290000000000001,1.5399999999999998e-05,0.001930036188178528,0.06493506493506494,0.005079042600469811,0.17088174982911827
39,8,OMP,0.0006653999999999999,1.5799999999999998e-05,0.002404568680492937,0.06329113924050633,0.0061655607192126595,0.1622849724115547
40,8,OMP,0.0008134,1.7e-05,0.001967051880993361,0.058823529411764705,0.004917629702483403,0.14705882352941177
41,8,OMP,0.0007386000000000001,1.86e-05,0.002166260492824262,0.05376344086021505,0.0052835621776201516,0.1311303435615001
42,8,OMP,0.0008131999999999999,1.7800000000000002e-05,0.001967535661583866,0.05617977528089887,0.004684608718056825,0.13376136971642588
43,8,OMP,0.0008451999999999999,2.52e-05,0.001893043066729768,0.03968253968253968,0.004402425736580856,0.09228497600590624
44,8,OMP,0.0009527999999999998,1.6e-05,0.001679261125104954,0.0625,0.003816502557056714,0.14204545454545456
45,8,OMP,0.0009084,1.76e-05,0.0017613386173491853,0.05681818181818181,0.0039140858163315235,0.12626262626262624
46,8,OMP,0.000788,1.9399999999999997e-05,0.0020304568527918783,0.051546391752577324,0.0044140366365040835,0.11205737337516809
47,8,OMP,0.0009572,1.9399999999999997e-05,0.001671541997492687,0.051546391752577324,0.0035564723350908238,0.10967317394165388
48,8,OMP,0.0009122,1.84e-05,0.0017540013155009867,0.05434782608695652,0.0036541694072937223,0.11322463768115942
49,8,OMP,0.0009647999999999999,2.12e-05,0.001658374792703151,0.04716981132075471,0.00338443835245541,0.09626492106276473
50,8,OMP,0.0008515999999999999,1.9e-05,0.0018788163457022077,0.05263157894736842,0.0037576326914044154,0.10526315789473684
51,8,OMP,0.0012584000000000002,1.8800000000000006e-05,0.0012714558169103622,0.05319148936170211,0.002493050621392867,0.10429703796412178
52,8,OMP,0.001013,1.9399999999999997e-05,0.0015794669299111549,0.051546391752577324,0.003037436403675298,0.0991276764472641
53,8,OMP,0.0010944,1.9399999999999997e-05,0.0014619883040935672,0.051546391752577324,0.0027584684982897493,0.09725734292939117
54,8,OMP,0.0009647999999999999,2.0600000000000003e-05,0.001658374792703151,0.04854368932038834,0.0030710644309317613,0.08989572096368212
55,8,OMP,0.0012414000000000001,1.98e-05,0.001288867407765426,0.050505050505050504,0.002343395286846229,0.09182736455463728
56,8,OMP,0.0010898,2.0600000000000003e-05,0.0014681592952835382,0.04854368932038834,0.0026217130272920327,0.08668515950069347
57,8,OMP,0.0010308,2.12e-05,0.0015521924718665116,0.04716981132075471,0.0027231446874851077,0.08275405494869248
58,8,OMP,0.0010279999999999998,2.3e-05,0.0015564202334630351,0.043478260869565216,0.0026834831611431643,0.07496251874062969
59,8,OMP,0.0013076,1.98e-05,0.001223615784643622,0.050505050505050504,0.0020739250587180035,0.08560178051703475
60,8,OMP,0.0011443999999999998,1.98e-05,0.001398112548060119,0.050505050505050504,0.002330187580100198,0.08417508417508417
61,8,OMP,0.0011745999999999998,2.24e-05,0.0013621658436914696,0.044642857142857144,0.0022330587601499504,0.07318501170960189
62,8,OMP,0.0012734000000000005,2.0999999999999995e-05,0.0012564787183917067,0.04761904761904763,0.0020265785780511397,0.07680491551459295
63,8,OMP,0.0011799999999999998,2.2000000000000006e-05,0.0013559322033898306,0.04545454545454544,0.002152273338714017,0.07215007215007213
64,8,OMP,0.0012962,2.68e-05,0.0012343774108933806,0.03731343283582089,0.001928714704520907,0.058302238805970144
65,8,OMP,0.0014182,2.3e-05,0.0011281906642222534,0.043478260869565216,0.001735677944957313,0.06688963210702341
66,8,OMP,0.0012602000000000002,3.1000000000000015e-05,0.001269639739723853,0.03225806451612902,0.0019236965753391714,0.04887585532746821
67,8,OMP,0.0013943999999999998,2.3800000000000006e-05,0.0011474469305794608,0.042016806722689065,0.001712607359073822,0.06271165182490905
68,8,OMP,0.0012338,2.560000000000001e-05,0.00129680661371373,0.039062499999999986,0.0019070685495790145,0.057444852941176454
69,8,OMP,0.0014888,2.7000000000000002e-05,0.0010746910263299302,0.037037037037037035,0.0015575232265651162,0.05367686527106817
70,8,OMP,0.0014454000000000001,2.48e-05,0.0011069600110696,0.04032258064516129,0.001581371444385143,0.0576036866359447
71,8,OMP,0.0015056,2.72e-05,0.0010626992561105207,0.036764705882352935,0.0014967595156486207,0.05178127589063793
72,8,OMP,0.0012660000000000002,2.5e-05,0.0012638230647709317,0.039999999999999994,0.0017553098121818498,0.055555555555555546
73,8,OMP,0.0015316,2.64e-05,0.0010446591799425438,0.03787878787878787,0.0014310399725240327,0.0518887505188875
74,8,OMP,0.00128,2.64e-05,0.0012499999999999998,0.03787878787878787,0.0016891891891891888,0.05118755118755118
75,8,OMP,0.0013189999999999999,2.7600000000000003e-05,0.0012130401819560274,0.03623188405797101,0.001617386909274703,0.048309178743961345
76,8,OMP,0.0014606,3e-05,0.0010954402300424482,0.03333333333333333,0.0014413687237400635,0.043859649122807015
77,8,OMP,0.0015436,2.54e-05,0.0010365379632029023,0.03937007874015748,0.0013461531989648083,0.05112997238981491
78,8,OMP,0.0014174,2.52e-05,0.0011288274305065612,0.03968253968253968,0.0014472146544955912,0.05087505087505087
79,8,OMP,0.0014927999999999999,3.28e-05,0.0010718113612004287,0.03048780487804878,0.0013567232420258592,0.03859215807347947
80,8,OMP,0.0016822,2.98e-05,0.0009511354179051242,0.03355704697986577,0.0011889192723814053,0.04194630872483222
81,8,OMP,0.0015600000000000002,3.16e-05,0.0010256410256410254,0.03164556962025316,0.0012662234884457104,0.03906860446944835
82,8,OMP,0.0017387999999999998,2.8400000000000006e-05,0.0009201748332183116,0.03521126760563379,0.0011221644307540385,0.04294057025077292
83,8,OMP,0.0014758000000000002,3.3e-05,0.0010841577449518902,0.0303030303030303,0.001306214150544446,0.036509675063891925
84,8,OMP,0.0014702,3.02e-05,0.0010882873078492722,0.033112582781456956,0.0012955801283919908,0.03941974140649638
85,8,OMP,0.0022728,2.8000000000000006e-05,0.0007039774727208728,0.035714285714285705,0.000828208791436321,0.042016806722689065
86,8,OMP,0.002252,3.04e-05,0.0007104795737122557,0.03289473684210526,0.0008261390392002973,0.03824969400244798
87,8,OMP,0.004001599999999999,3.8e-05,0.0003998400639744103,0.02631578947368421,0.00045958628043035667,0.03024803387779794
88,8,OMP,0.0018134,3.0199999999999995e-05,0.0008823205029226867,0.033112582781456956,0.0010026369351394167,0.037627934978928364
89,8,OMP,0.0037398,2.7399999999999995e-05,0.0004278303652601743,0.03649635036496351,0.0004807082755732295,0.04100713524153203
90,8,OMP,0.0025182,2.94e-05,0.0006353744738305139,0.03401360544217687,0.0007059716375894599,0.037792894935752074
91,8,OMP,0.007897999999999999,0.002873,0.00020258293238794634,0.00034806822137138876,0.00022261860701972127,0.0003824925509575701
92,8,OMP,0.006031600000000001,3.76e-05,0.00026526958021088926,0.026595744680851064,0.0002883365002292275,0.028908418131359852
93,8,OMP,0.0075666,0.0037974,0.0002114556075383924,0.0002633380734186549,0.00022737162100902407,0.0002831592187297364
94,8,OMP,0.0068812,0.0019230000000000004,0.00023251758414230076,0.0005200208008320331,0.0002473591320662774,0.0005532136179064182
95,8,OMP,0.008437799999999999,0.004752800000000001,0.00018962288748251916,0.0002104022891769062,0.00019960303945528333,0.00022147609387042762
96,8,OMP,0.0094134,0.0056636,0.00016997046763124905,0.00017656614167667207,0.00017705257044921775,0.0001839230642465334
1,16,SEQ,2e-06,1.2e-06,,,,
1,16,OMP,2.6000000000000002e-05,3.4e-06,0.07692307692307691,0.3529411764705882,7.692307692307692,35.29411764705882
2,16,OMP,0.00013819999999999994,8.400000000000001e-06,0.014471780028943565,0.14285714285714285,0.7235890014471782,7.142857142857142
3,16,OMP,9.520000000000001e-05,1.24e-05,0.021008403361344536,0.0967741935483871,0.7002801120448179,3.225806451612903
4,16,OMP,0.00015539999999999998,1.46e-05,0.012870012870012871,0.0821917808219178,0.32175032175032175,2.054794520547945
5,16,OMP,0.00014859999999999998,1.3e-05,0.013458950201884255,0.09230769230769231,0.26917900403768513,1.8461538461538463
6,16,OMP,0.0001816,1.3e-05,0.011013215859030838,0.09230769230769231,0.18355359765051396,1.5384615384615385
7,16,OMP,0.000231,1.34e-05,0.008658008658008658,0.08955223880597014,0.12368583797155226,1.279317697228145
8,16,OMP,0.00030060000000000004,1.82e-05,0.006653359946773119,0.06593406593406594,0.083166999334664,0.8241758241758242
9,16,OMP,0.00036060000000000004,1.86e-05,0.005546311702717692,0.06451612903225806,0.06162568558575214,0.7168458781362007
10,16,OMP,0.0003964,1.5399999999999998e-05,0.005045408678102927,0.07792207792207793,0.050454086781029264,0.7792207792207793
11,16,OMP,0.0003514,1.22e-05,0.005691519635742743,0.09836065573770492,0.0517410875976613,0.8941877794336811
12,16,OMP,0.000327,1.36e-05,0.0061162079510703364,0.08823529411764705,0.05096839959225281,0.7352941176470588
13,16,OMP,0.0004344,1.2800000000000005e-05,0.004604051565377532,0.09374999999999996,0.03541578127213486,0.7211538461538458
14,16,OMP,0.000334,1.36e-05,0.005988023952095809,0.08823529411764705,0.0427715996578272,0.6302521008403361
15,16,OMP,0.00041500000000000006,1.34e-05,0.004819277108433734,0.08955223880597014,0.03212851405622489,0.5970149253731344
16,16,OMP,0.00030920000000000003,1.44e-05,0.006468305304010348,0.08333333333333333,0.040426908150064673,0.5208333333333333
17,16,OMP,0.0004258000000000001,1.34e-05,0.004697040864255517,0.08955223880597014,0.02762965214267951,0.5267778753292361
18,16,OMP,0.0004004,1.3999999999999996e-05,0.004995004995004995,0.08571428571428573,0.027750027750027752,0.4761904761904762
19,16,OMP,0.0004534,1.34e-05,0.004411116012351124,0.08955223880597014,0.023216400065005915,0.47132757266300074
20,16,OMP,0.0004718,1.52e-05,0.00423908435777872,0.07894736842105263,0.0211954217888936,0.39473684210526316
21,16,OMP,0.0006173999999999999,1.5e-05,0.0032393909944930356,0.07999999999999999,0.015425671402347789,0.38095238095238093
22,16,OMP,0.0005036000000000001,1.86e-05,0.003971405877680698,0.06451612903225806,0.01805184489854863,0.2932551319648094
23,16,OMP,0.0005993999999999999,1.52e-05,0.0033366700033366703,0.07894736842105263,0.01450726088407248,0.34324942791762014
24,16,OMP,0.0004428,1.48e-05,0.004516711833785004,0.08108108108108107,0.018819632640770852,0.33783783783783783
25,16,OMP,0.0006389999999999999,1.64e-05,0.003129890453834116,0.07317073170731707,0.012519561815336464,0.2926829268292683
26,16,OMP,0.0006466,1.7e-05,0.0030931023816888337,0.07058823529411765,0.01189654762188013,0.27149321266968324
27,16,OMP,0.000918,1.5399999999999998e-05,0.0021786492374727667,0.07792207792207793,0.008069071249899135,0.28860028860028863
28,16,OMP,0.0005654,2.2e-05,0.003537318712415989,0.05454545454545454,0.012633281115771389,0.19480519480519481
29,16,OMP,0.0008106000000000001,1.6199999999999994e-05,0.0024673081667900315,0.0740740740740741,0.008507959195827695,0.2554278416347383
30,16,OMP,0.0007846000000000001,1.86e-05,0.002549069589599796,0.06451612903225806,0.00849689863199932,0.21505376344086022
