Threads,Dim,Version,Sym,Trans
1,512,SEQ,0.0011562,0.0029034
1,512,OMP,0.0009854,0.0020102
2,512,OMP,0.000973,0.0016854
3,512,OMP,0.0008388,0.0010756
4,512,OMP,0.0007626,0.0017944
5,512,OMP,0.0006812,0.0008184
6,512,OMP,0.000656,0.0008936
7,512,OMP,0.000631,0.0006672
8,512,OMP,0.0005552,0.0021744
9,512,OMP,0.000545,0.0007188
10,512,OMP,0.0005844,0.000928
11,512,OMP,0.0005292,0.001181
12,512,OMP,0.0005528,0.0008224
13,512,OMP,0.000544,0.0008138
14,512,OMP,0.0005764,0.0008332
15,512,OMP,0.0005184,0.0013306
16,512,OMP,0.000545,0.002354
17,512,OMP,0.000616,0.0012852
18,512,OMP,0.000596,0.0010432
19,512,OMP,0.0005974,0.001066
20,512,OMP,0.000578,0.0010676
21,512,OMP,0.0006234,0.0009888
22,512,OMP,0.0006396,0.0011276
23,512,OMP,0.0006548,0.001149
24,512,OMP,0.0006768,0.001149
25,512,OMP,0.000672,0.0011608
26,512,OMP,0.0007084,0.0012922
27,512,OMP,0.0006978,0.001244
28,512,OMP,0.0007164,0.0013466
29,512,OMP,0.0007508,0.0014394
30,512,OMP,0.0007838,0.0017188
31,512,OMP,0.0008086,0.0020758
32,512,OMP,0.000814,0.0026422
33,512,OMP,0.000814,0.0023042
34,512,OMP,0.0008626,0.0017436
35,512,OMP,0.0008814,0.001465
36,512,OMP,0.0008496,0.0014724
37,512,OMP,0.0009044,0.001563
38,512,OMP,0.000889,0.0015678
39,512,OMP,0.0009426,0.0015484
40,512,OMP,0.0009054,0.001708
41,512,OMP,0.000929,0.0016262
42,512,OMP,0.000946,0.001772
43,512,OMP,0.0010038,0.0017494
44,512,OMP,0.00097,0.0017838
45,512,OMP,0.0010078,0.0018696
46,512,OMP,0.0010354,0.001927
47,512,OMP,0.0010564,0.001866
48,512,OMP,0.0010622,0.0020532
49,512,OMP,0.0011174,0.0021096
50,512,OMP,0.0010984,0.002074
51,512,OMP,0.0011292,0.002093
52,512,OMP,0.0011302,0.0021226
53,512,OMP,0.0011214,0.0020624
54,512,OMP,0.0011574,0.0020628
55,512,OMP,0.0011712,0.0021724
56,512,OMP,0.0011936,0.0022604
57,512,OMP,0.0012112,0.0023286
58,512,OMP,0.0012254,0.0024338
59,512,OMP,0.001277,0.0024104
60,512,OMP,0.0012902,0.0024282
61,512,OMP,0.0012832,0.0024084
62,512,OMP,0.0013222,0.002561
63,512,OMP,0.0013248,0.002714
64,512,OMP,0.0013526,0.0025982
65,512,OMP,0.0013632,0.0026606
66,512,OMP,0.0013686,0.002579
67,512,OMP,0.0014116,0.0027142
68,512,OMP,0.0013964,0.0025314
69,512,OMP,0.0014402,0.0026392
70,512,OMP,0.0014306,0.002629
71,512,OMP,0.0014864,0.0025132
72,512,OMP,0.001533,0.002515
73,512,OMP,0.0015382,0.002721
74,512,OMP,0.001534,0.002516
75,512,OMP,0.001548,0.0025922
76,512,OMP,0.0015906,0.002798
77,512,OMP,0.0015968,0.0028462
78,512,OMP,0.0015988,0.0026526
79,512,OMP,0.0016298,0.0024346
80,512,OMP,0.0016958,0.0026956
81,512,OMP,0.0016936,0.002633
82,512,OMP,0.0017068,0.002704
83,512,OMP,0.0017238,0.0025588
84,512,OMP,0.0017708,0.00269
85,512,OMP,0.0018314,0.0026618
86,512,OMP,0.0018034,0.0026614
87,512,OMP,0.0025528,0.0025404
88,512,OMP,0.0035022,0.0025772
89,512,OMP,0.0041348,0.0025428
90,512,OMP,0.0021672,0.0027532
91,512,OMP,0.0030606,0.0032996
92,512,OMP,0.004413,0.002703
93,512,OMP,0.0093094,0.00729
94,512,OMP,0.0091752,0.006363
95,512,OMP,0.0072522,0.0062612
96,512,OMP,0.0098842,0.0094966
1,1024,SEQ,0.0051918,0.0209824
1,1024,OMP,0.0039328,0.009744
2,1024,OMP,0.0028634,0.0077892
3,1024,OMP,0.0023488,0.0049014
4,1024,OMP,0.0019046,0.006562
5,1024,OMP,0.0016148,0.003397
6,1024,OMP,0.0016222,0.0034004
7,1024,OMP,0.0013364,0.0027532
8,1024,OMP,0.0014148,0.0087648
9,1024,OMP,0.0012624,0.0026792
10,1024,OMP,0.001133,0.0022458
11,1024,OMP,0.0011702,0.0025174
12,1024,OMP,0.001135,0.0031018
13,1024,OMP,0.0010772,0.0031948
14,1024,OMP,0.001087,0.0023264
15,1024,OMP,0.0010898,0.0017846
16,1024,OMP,0.0011592,0.0160354
17,1024,OMP,0.001,0.0018006
18,1024,OMP,0.0010192,0.0027836
19,1024,OMP,0.00096,0.0024564
20,1024,OMP,0.0010538,0.0017656
21,1024,OMP,0.0009902,0.0053212
22,1024,OMP,0.0010168,0.0042966
23,1024,OMP,0.0010696,0.002032
24,1024,OMP,0.0010582,0.001878
25,1024,OMP,0.0009838,0.0034754
26,1024,OMP,0.0010314,0.0036208
27,1024,OMP,0.0010674,0.0026786
28,1024,OMP,0.001021,0.0023134
29,1024,OMP,0.0010778,0.0023782
30,1024,OMP,0.0010972,0.002224
31,1024,OMP,0.0010952,0.004316
32,1024,OMP,0.0011264,0.0136406
33,1024,OMP,0.001095,0.004636
34,1024,OMP,0.0011318,0.0024236
35,1024,OMP,0.0011548,0.0026934
36,1024,OMP,0.001186,0.0025858
37,1024,OMP,0.0011598,0.0026808
38,1024,OMP,0.0011866,0.0027578
39,1024,OMP,0.001201,0.0028244
40,1024,OMP,0.0011852,0.0028008
41,1024,OMP,0.0012836,0.0042684
42,1024,OMP,0.0012658,0.0055882
43,1024,OMP,0.0012882,0.0059594
44,1024,OMP,0.0012688,0.0058076
45,1024,OMP,0.0013374,0.0040864
46,1024,OMP,0.0013056,0.0032776
47,1024,OMP,0.0013628,0.0033396
48,1024,OMP,0.0013408,0.0034698
49,1024,OMP,0.0013836,0.0034842
50,1024,OMP,0.0013786,0.0034906
51,1024,OMP,0.001377,0.0037636
52,1024,OMP,0.0013764,0.003637
53,1024,OMP,0.0014294,0.0037878
54,1024,OMP,0.0014802,0.0039624
55,1024,OMP,0.0014664,0.003811
56,1024,OMP,0.0014966,0.0040616
57,1024,OMP,0.0015026,0.003998
58,1024,OMP,0.0015206,0.0042518
59,1024,OMP,0.0015898,0.0039992
60,1024,OMP,0.0015606,0.0041638
61,1024,OMP,0.001592,0.0061362
62,1024,OMP,0.0016156,0.0098816
63,1024,OMP,0.0016244,0.0123566
64,1024,OMP,0.001678,0.01729
65,1024,OMP,0.0016604,0.012118
66,1024,OMP,0.001706,0.0106232
67,1024,OMP,0.001726,0.008045
68,1024,OMP,0.0018128,0.004768
69,1024,OMP,0.0017408,0.0050508
70,1024,OMP,0.0017894,0.0049028
71,1024,OMP,0.001864,0.0048786
72,1024,OMP,0.0018722,0.0051418
73,1024,OMP,0.0018568,0.0051866
74,1024,OMP,0.0019034,0.0053814
75,1024,OMP,0.0019034,0.0053016
76,1024,OMP,0.0019774,0.0053566
77,1024,OMP,0.0019514,0.0056004
78,1024,OMP,0.001967,0.0054778
79,1024,OMP,0.0020312,0.0058074
80,1024,OMP,0.0020642,0.0058442
81,1024,OMP,0.0020284,0.0058038
82,1024,OMP,0.0020746,0.0060486
83,1024,OMP,0.0021196,0.006135
84,1024,OMP,0.0021612,0.006211
85,1024,OMP,0.0021592,0.0061018
86,1024,OMP,0.0021486,0.0062672
87,1024,OMP,0.0021872,0.0063998
88,1024,OMP,0.0037624,0.0063656
89,1024,OMP,0.0068216,0.008399
90,1024,OMP,0.0045108,0.0075808
91,1024,OMP,0.0065034,0.0086104
92,1024,OMP,0.0055664,0.0075316
93,1024,OMP,0.0058166,0.0079848
94,1024,OMP,0.010275,0.0068012
95,1024,OMP,0.0090406,0.0107944
96,1024,OMP,0.0091192,0.012611
1,2048,SEQ,0.0312388,0.0872846
1,2048,OMP,0.0167768,0.0493268
2,2048,OMP,0.0107836,0.0251434
3,2048,OMP,0.0084336,0.0180944
4,2048,OMP,0.0066892,0.019733
5,2048,OMP,0.0054946,0.0115944
6,2048,OMP,0.0048052,0.010303
7,2048,OMP,0.0043146,0.0090334
8,2048,OMP,0.0038922,0.0248216
9,2048,OMP,0.0035868,0.0078022
10,2048,OMP,0.0033424,0.0070332
11,2048,OMP,0.0029844,0.010602
12,2048,OMP,0.002821,0.0076768
13,2048,OMP,0.0026652,0.0069712
14,2048,OMP,0.0025672,0.0056398
15,2048,OMP,0.0025956,0.005303
16,2048,OMP,0.0023664,0.0399964
17,2048,OMP,0.0024374,0.0049542
18,2048,OMP,0.0023012,0.0046916
19,2048,OMP,0.002318,0.0058642
20,2048,OMP,0.002279,0.0055248
21,2048,OMP,0.0022084,0.0074832
22,2048,OMP,0.0021572,0.0056016
23,2048,OMP,0.0021304,0.0049304
24,2048,OMP,0.0020834,0.0077848
25,2048,OMP,0.0020958,0.0044034
26,2048,OMP,0.0020542,0.006001
27,2048,OMP,0.0020276,0.0038816
28,2048,OMP,0.002075,0.004039
29,2048,OMP,0.0020404,0.003903
30,2048,OMP,0.0020894,0.0037434
31,2048,OMP,0.0020622,0.025713
32,2048,OMP,0.0020658,0.0800676
33,2048,OMP,0.0020894,0.027208
34,2048,OMP,0.002122,0.0036832
35,2048,OMP,0.0020862,0.0036412
36,2048,OMP,0.0021398,0.0039672
37,2048,OMP,0.002096,0.0042912
38,2048,OMP,0.002203,0.0033024
39,2048,OMP,0.0021932,0.0034608
40,2048,OMP,0.0021786,0.0037872
41,2048,OMP,0.002237,0.003643
42,2048,OMP,0.0022156,0.0111812
43,2048,OMP,0.0023108,0.0119596
44,2048,OMP,0.0023088,0.0051636
45,2048,OMP,0.0023066,0.0043678
46,2048,OMP,0.0023298,0.0042536
47,2048,OMP,0.0022676,0.0046556
48,2048,OMP,0.0023308,0.005346
49,2048,OMP,0.0024216,0.0056294
50,2048,OMP,0.0024568,0.0076102
51,2048,OMP,0.0024204,0.0080212
52,2048,OMP,0.0024392,0.0087444
53,2048,OMP,0.0023968,0.0049486
54,2048,OMP,0.0024994,0.003943
55,2048,OMP,0.0024628,0.0042476
56,2048,OMP,0.002578,0.004837
57,2048,OMP,0.0024794,0.0036938
58,2048,OMP,0.0025184,0.0044252
59,2048,OMP,0.0026166,0.0035452
60,2048,OMP,0.0025558,0.0038722
61,2048,OMP,0.0025048,0.0051366
62,2048,OMP,0.0025908,0.0300378
63,2048,OMP,0.0026222,0.0368208
64,2048,OMP,0.0026514,0.0706602
65,2048,OMP,0.0026386,0.0294084
66,2048,OMP,0.0026734,0.0299278
67,2048,OMP,0.0027902,0.0067604
68,2048,OMP,0.0026812,0.0038658
69,2048,OMP,0.0027774,0.0033688
70,2048,OMP,0.00276,0.0036174
71,2048,OMP,0.002823,0.0046762
72,2048,OMP,0.002933,0.0053712
73,2048,OMP,0.002854,0.0064714
74,2048,OMP,0.0028588,0.0062256
75,2048,OMP,0.0028416,0.00534
76,2048,OMP,0.0028314,0.0051202
77,2048,OMP,0.0029216,0.0046568
78,2048,OMP,0.0029212,0.0044126
79,2048,OMP,0.0044986,0.0033042
80,2048,OMP,0.0030778,0.0043872
81,2048,OMP,0.0030666,0.0073526
82,2048,OMP,0.0030196,0.0085434
83,2048,OMP,0.0031902,0.0102724
84,2048,OMP,0.0031342,0.0160858
85,2048,OMP,0.0031606,0.014964
86,2048,OMP,0.0032484,0.0168286
87,2048,OMP,0.0050818,0.015445
88,2048,OMP,0.003104,0.009093
89,2048,OMP,0.0038414,0.0079092
90,2048,OMP,0.004711,0.009814
91,2048,OMP,0.0047602,0.008471
92,2048,OMP,0.007305,0.004527
93,2048,OMP,0.0071278,0.0062706
94,2048,OMP,0.0082414,0.0091038
95,2048,OMP,0.0108578,0.0097284
96,2048,OMP,0.0105978,0.0116928
1,4096,SEQ,0.1949686,0.3555672
1,4096,OMP,0.0802318,0.1874654
2,4096,OMP,0.048028,0.1041648
3,4096,OMP,0.0363126,0.0727788
4,4096,OMP,0.0287878,0.0514598
5,4096,OMP,0.0233206,0.049034
6,4096,OMP,0.020159,0.040872
7,4096,OMP,0.0177704,0.0389562
8,4096,OMP,0.0159316,0.044954
9,4096,OMP,0.0143748,0.034705
10,4096,OMP,0.013057,0.027897
11,4096,OMP,0.0119386,0.0278642
12,4096,OMP,0.011377,0.024678
13,4096,OMP,0.0105192,0.029009
14,4096,OMP,0.0100582,0.0245464
15,4096,OMP,0.0097066,0.0205088
16,4096,OMP,0.0091862,0.0580346
17,4096,OMP,0.0090556,0.018765
18,4096,OMP,0.0086938,0.0212262
19,4096,OMP,0.008515,0.0187846
20,4096,OMP,0.007984,0.0168302
21,4096,OMP,0.007861,0.034499
22,4096,OMP,0.0077562,0.0317528
23,4096,OMP,0.0076778,0.0157402
24,4096,OMP,0.0077234,0.0203414
25,4096,OMP,0.0072648,0.0169434
26,4096,OMP,0.0073326,0.0199058
27,4096,OMP,0.0071682,0.0152722
28,4096,OMP,0.0072848,0.0139694
29,4096,OMP,0.0070638,0.0145706
30,4096,OMP,0.0070384,0.0130566
31,4096,OMP,0.0070158,0.0499698
32,4096,OMP,0.0070022,0.1106752
33,4096,OMP,0.0068606,0.053976
34,4096,OMP,0.007002,0.0122492
35,4096,OMP,0.0069216,0.012683
36,4096,OMP,0.0070118,0.0120176
37,4096,OMP,0.0070012,0.0133722
38,4096,OMP,0.0069538,0.0157678
39,4096,OMP,0.0068974,0.0142046
40,4096,OMP,0.0069608,0.0135106
41,4096,OMP,0.007,0.0118654
42,4096,OMP,0.0070442,0.0209546
43,4096,OMP,0.006991,0.0327274
44,4096,OMP,0.0070628,0.0108178
45,4096,OMP,0.0070644,0.0113276
46,4096,OMP,0.0071482,0.0133536
47,4096,OMP,0.0070624,0.0110928
48,4096,OMP,0.0072616,0.0234862
49,4096,OMP,0.0070694,0.0117164
50,4096,OMP,0.0070782,0.0118334
51,4096,OMP,0.0072544,0.0303684
52,4096,OMP,0.0073128,0.0111168
53,4096,OMP,0.0072918,0.0138172
54,4096,OMP,0.0073882,0.0114578
55,4096,OMP,0.0075484,0.0116226
56,4096,OMP,0.0076154,0.0124092
57,4096,OMP,0.0077076,0.0163558
58,4096,OMP,0.0076392,0.0110794
59,4096,OMP,0.0077376,0.0103518
60,4096,OMP,0.007428,0.0101044
61,4096,OMP,0.007683,0.0393282
62,4096,OMP,0.0077402,0.0850044
63,4096,OMP,0.0077292,0.1249326
64,4096,OMP,0.0076152,0.229063
65,4096,OMP,0.007956,0.1223526
66,4096,OMP,0.0077314,0.0900012
67,4096,OMP,0.0079124,0.0461228
68,4096,OMP,0.0078754,0.016851
69,4096,OMP,0.0081624,0.0101016
70,4096,OMP,0.0079358,0.0108836
71,4096,OMP,0.008023,0.0107718
72,4096,OMP,0.0079688,0.0116312
73,4096,OMP,0.008005,0.027777
74,4096,OMP,0.0080514,0.0149676
75,4096,OMP,0.0081064,0.0129002
76,4096,OMP,0.0078586,0.010041
77,4096,OMP,0.0082172,0.0112076
78,4096,OMP,0.0079812,0.0111972
79,4096,OMP,0.0079322,0.0115416
80,4096,OMP,0.007855,0.0132944
81,4096,OMP,0.009969,0.0147772
82,4096,OMP,0.0087478,0.0112344
83,4096,OMP,0.0079402,0.0110794
84,4096,OMP,0.0080232,0.0166948
85,4096,OMP,0.0083884,0.0563948
86,4096,OMP,0.0087922,0.042442
87,4096,OMP,0.0079022,0.0109004
88,4096,OMP,0.0086064,0.011411
89,4096,OMP,0.009265,0.0115668
90,4096,OMP,0.0127434,0.0128982
91,4096,OMP,0.0103308,0.0105994
92,4096,OMP,0.0118408,0.0126814
93,4096,OMP,0.0092704,0.0106816
94,4096,OMP,0.014202,0.0250712
95,4096,OMP,0.013728,0.0300548
96,4096,OMP,0.0162642,0.0385778
