Threads/Proc,Dim,Version,RollingMean_CheckSym,RollingMean_MatTranspose
76,64,MPI DT,0.0011118,0.0009336
77,64,MPI DT,0.001168,0.0008696000000000001
78,64,MPI DT,0.0014724,0.0007313999999999999
79,64,MPI DT,0.0014921999999999997,0.0009766
80,64,MPI DT,0.0015454,0.0010358000000000001
81,64,MPI DT,0.0011747999999999997,0.0008671999999999999
82,64,MPI DT,0.0037087999999999995,0.0009125999999999998
83,64,MPI DT,0.0010142,0.0009536000000000001
84,64,MPI DT,0.0034476,0.0029431999999999995
85,64,MPI DT,0.00204,0.0009866
86,64,MPI DT,0.001994,0.0010014
87,64,MPI DT,0.0016208,0.0010738000000000002
88,64,MPI DT,0.00112,0.0010332000000000002
89,64,MPI DT,0.005995599999999999,0.0061382
90,64,MPI DT,0.0014062,0.001158
91,64,MPI DT,0.0032208000000000002,0.0034720000000000003
92,64,MPI DT,0.015973,0.013478600000000002
93,64,MPI DT,0.013838600000000001,0.011197000000000002
94,64,MPI DT,0.009379,0.0061598
95,64,MPI DT,0.0135462,0.013661799999999998
96,64,MPI DT,0.0166318,0.013556800000000003
1,128,SEQ,6.0400000000000004e-05,5.4600000000000006e-05
1,128,OMP,0.00011359999999999998,9.12e-05
2,128,OMP,0.0001882,0.0001362
3,128,OMP,0.0002482,0.00012419999999999998
4,128,OMP,0.0001866,0.00012020000000000002
5,128,OMP,0.0001768,8.54e-05
6,128,OMP,0.00021740000000000003,9.08e-05
7,128,OMP,0.00022160000000000002,8.46e-05
8,128,OMP,0.0002034,9.32e-05
9,128,OMP,0.000243,8.200000000000001e-05
10,128,OMP,0.0002816,6.98e-05
11,128,OMP,0.0002862,7.7e-05
12,128,OMP,0.0003058,8.660000000000002e-05
13,128,OMP,0.0003468,7.179999999999998e-05
14,128,OMP,0.0004104,7.72e-05
15,128,OMP,0.0004216,7.280000000000001e-05
16,128,OMP,0.0003142,7.439999999999999e-05
17,128,OMP,0.0003798,7.960000000000001e-05
18,128,OMP,0.00043579999999999997,7.32e-05
19,128,OMP,0.000366,7.960000000000001e-05
20,128,OMP,0.0004844,8.620000000000001e-05
21,128,OMP,0.0005372,7.180000000000001e-05
22,128,OMP,0.0005459999999999999,7.360000000000001e-05
23,128,OMP,0.0005176,7.960000000000001e-05
24,128,OMP,0.00044340000000000004,8.960000000000001e-05
25,128,OMP,0.0004652,8.259999999999999e-05
26,128,OMP,0.0006563999999999999,7.92e-05
27,128,OMP,0.0005863999999999999,8.779999999999999e-05
28,128,OMP,0.0005318,8.28e-05
29,128,OMP,0.0005334000000000001,8.999999999999999e-05
30,128,OMP,0.0006485999999999999,9.2e-05
31,128,OMP,0.0005716,8.14e-05
32,128,OMP,0.0007214,9.080000000000001e-05
33,128,OMP,0.0006830000000000001,9.16e-05
34,128,OMP,0.0007034,9.180000000000001e-05
35,128,OMP,0.0007245999999999999,0.0001036
36,128,OMP,0.0008500000000000001,9.1e-05
37,128,OMP,0.000675,0.00010219999999999999
38,128,OMP,0.0008085999999999999,8.900000000000001e-05
39,128,OMP,0.000809,9.659999999999999e-05
40,128,OMP,0.0007067999999999999,0.00010300000000000001
41,128,OMP,0.0007247999999999999,9.8e-05
42,128,OMP,0.0008004,0.0001146
43,128,OMP,0.0010035999999999999,0.00010339999999999999
44,128,OMP,0.0008404000000000002,0.00010779999999999999
45,128,OMP,0.0007862000000000001,0.0001072
46,128,OMP,0.0007941999999999999,0.00011060000000000002
47,128,OMP,0.0008544,0.0001334
48,128,OMP,0.0009048000000000001,0.0001178
49,128,OMP,0.0009454000000000001,0.0001126
50,128,OMP,0.0009457999999999999,0.000125
51,128,OMP,0.0010014,0.00013260000000000002
52,128,OMP,0.0009802,0.0001318
53,128,OMP,0.0009838,0.0001228
54,128,OMP,0.0010178,0.0001302
55,128,OMP,0.0010178,0.0001318
56,128,OMP,0.0010206,0.000149
57,128,OMP,0.001043,0.00011980000000000001
58,128,OMP,0.0010402,0.0001332
59,128,OMP,0.0010900000000000003,0.0001274
60,128,OMP,0.001144,0.0001306
61,128,OMP,0.0011292,0.00012159999999999999
62,128,OMP,0.0012001999999999998,0.00014319999999999998
63,128,OMP,0.0011466,0.0001314
64,128,OMP,0.0011396,0.0001234
65,128,OMP,0.0011867999999999998,0.00013380000000000003
66,128,OMP,0.001336,0.000141
67,128,OMP,0.0012344,0.0001456
68,128,OMP,0.0013166,0.0001494
69,128,OMP,0.0012010000000000002,0.0001542
70,128,OMP,0.0013126000000000001,0.0001508
71,128,OMP,0.0012867999999999998,0.000142
72,128,OMP,0.0013668,0.0001606
73,128,OMP,0.0014047999999999999,0.0001448
74,128,OMP,0.0013748000000000002,0.0001642
75,128,OMP,0.0014441999999999999,0.0001414
76,128,OMP,0.0013876,0.0001584
77,128,OMP,0.0014588000000000001,0.00014
78,128,OMP,0.0014646000000000001,0.000157
79,128,OMP,0.0014456,0.0001552
80,128,OMP,0.0014734000000000001,0.000172
81,128,OMP,0.0015476,0.00016419999999999998
82,128,OMP,0.0015128000000000001,0.0001624
83,128,OMP,0.0015204,0.000161
84,128,OMP,0.0015668000000000001,0.00015960000000000003
85,128,OMP,0.0025258,0.0001706
86,128,OMP,0.0032118,0.0011022
87,128,OMP,0.002189,0.0001844
88,128,OMP,0.0035646,0.0011024000000000001
89,128,OMP,0.0028848,0.00016859999999999998
90,128,OMP,0.0036416000000000005,0.0020512
91,128,OMP,0.0058484,0.0011166000000000001
92,128,OMP,0.0060588,0.0011133999999999998
93,128,OMP,0.0061844,0.00019520000000000003
94,128,OMP,0.0098488,0.0049022
95,128,OMP,0.0090092,0.00395
96,128,OMP,0.009179199999999998,0.0076152
1,128,MPI DT,6.46e-05,6.0599999999999996e-05
2,128,MPI DT,0.0003376000000000001,0.000116
3,128,MPI DT,0.0005030000000000001,0.00012179999999999999
4,128,MPI DT,0.000613,0.0001386
5,128,MPI DT,0.0004704,0.0001402
6,128,MPI DT,0.0007102,0.0001292
7,128,MPI DT,0.0005582,0.000141
8,128,MPI DT,0.0005918,0.0001406
9,128,MPI DT,0.0002984,0.00016659999999999998
10,128,MPI DT,0.00046439999999999996,0.0001982
11,128,MPI DT,0.0005984,0.0002746
12,128,MPI DT,0.0003852,0.00018639999999999998
13,128,MPI DT,0.0004086,0.0001896
14,128,MPI DT,0.0005943999999999999,0.0002468
15,128,MPI DT,0.0004892000000000001,0.00021580000000000001
16,128,MPI DT,0.0006194000000000001,0.00015700000000000002
17,128,MPI DT,0.0009805999999999999,0.0002386
18,128,MPI DT,0.0007668,0.00024260000000000002
19,128,MPI DT,0.0006424000000000001,0.0002634
20,128,MPI DT,0.0008846000000000001,0.0002568
21,128,MPI DT,0.00045599999999999997,0.0002686
22,128,MPI DT,0.0004392,0.00022340000000000004
23,128,MPI DT,0.0005226,0.000295
24,128,MPI DT,0.0007367999999999999,0.0003322
25,128,MPI DT,0.0007834000000000001,0.00034339999999999994
26,128,MPI DT,0.0005233999999999999,0.0002404
27,128,MPI DT,0.0009918000000000001,0.000379
28,128,MPI DT,0.0006974,0.0003896
29,128,MPI DT,0.0007384,0.000415
30,128,MPI DT,0.0009830000000000001,0.00045640000000000003
31,128,MPI DT,0.0007094,0.0004886
32,128,MPI DT,0.0013126000000000001,0.00021419999999999998
33,128,MPI DT,0.0006291999999999999,0.0006127999999999999
34,128,MPI DT,0.000887,0.0005510000000000001
35,128,MPI DT,0.0007415999999999999,0.000582
36,128,MPI DT,0.0007334,0.0006776
37,128,MPI DT,0.0011519999999999998,0.0007182000000000001
38,128,MPI DT,0.0008225999999999999,0.0009772
39,128,MPI DT,0.0007144000000000001,0.00040300000000000004
40,128,MPI DT,0.0005878,0.000413
41,128,MPI DT,0.0007814,0.0008498000000000001
42,128,MPI DT,0.0011088,0.0009596000000000002
43,128,MPI DT,0.0009181999999999999,0.0003226
44,128,MPI DT,0.0007114,0.0007218
45,128,MPI DT,0.000969,0.0010984
46,128,MPI DT,0.0008607999999999999,0.0006266
47,128,MPI DT,0.0009784000000000001,0.0013382000000000001
48,128,MPI DT,0.0006238,0.0005652
49,128,MPI DT,0.0011626,0.001101
50,128,MPI DT,0.000599,0.0006892000000000001
51,128,MPI DT,0.0012933999999999999,0.0012932
52,128,MPI DT,0.0008332000000000001,0.000695
53,128,MPI DT,0.0010528,0.0006782
54,128,MPI DT,0.0016114,0.0015065999999999999
55,128,MPI DT,0.0008674000000000002,0.0007015999999999999
56,128,MPI DT,0.0009554,0.0008054000000000001
57,128,MPI DT,0.0015834,0.0016464
58,128,MPI DT,0.0010536,0.000898
59,128,MPI DT,0.0011206,0.0008255999999999999
60,128,MPI DT,0.0011274000000000002,0.0008608000000000001
61,128,MPI DT,0.0014486,0.0009350000000000001
62,128,MPI DT,0.0012408,0.0013947999999999999
63,128,MPI DT,0.0010923999999999999,0.0008681999999999999
64,128,MPI DT,0.0014544000000000002,0.0012251999999999999
65,128,MPI DT,0.000984,0.0009653999999999999
66,128,MPI DT,0.0011536,0.0008718
67,128,MPI DT,0.0011178,0.0010329999999999998
68,128,MPI DT,0.0013022,0.000898
69,128,MPI DT,0.0015033999999999998,0.0011086
70,128,MPI DT,0.001338,0.0009552
71,128,MPI DT,0.0014609999999999998,0.0009271999999999999
72,128,MPI DT,0.0024762000000000004,0.0024694
73,128,MPI DT,0.0014122,0.0009784
74,128,MPI DT,0.001264,0.0010418
75,128,MPI DT,0.0011408,0.00112
76,128,MPI DT,0.0013678,0.00095
77,128,MPI DT,0.0015186,0.0010188
78,128,MPI DT,0.0024548,0.0027865999999999998
79,128,MPI DT,0.0013143999999999999,0.0009865999999999998
80,128,MPI DT,0.0011778,0.0011817999999999998
81,128,MPI DT,0.0013514000000000002,0.0011511999999999998
82,128,MPI DT,0.0035227999999999995,0.0027978
83,128,MPI DT,0.010244000000000001,0.0036282000000000003
84,128,MPI DT,0.0027286,0.003055
85,128,MPI DT,0.0014224,0.0011056
86,128,MPI DT,0.0012387999999999998,0.0010682
87,128,MPI DT,0.0166864,0.0065823999999999995
88,128,MPI DT,0.0094196,0.006257
89,128,MPI DT,0.00892,0.002674
90,128,MPI DT,0.0092212,0.0029189999999999997
91,128,MPI DT,0.0257652,0.015536200000000003
92,128,MPI DT,0.0101614,0.0079706
93,128,MPI DT,0.006062199999999999,0.0062792
94,128,MPI DT,0.0311508,0.0320324
95,128,MPI DT,0.0545644,0.04149180000000001
96,128,MPI DT,0.0192172,0.011740400000000002
1,256,SEQ,0.0001746,0.0004156
1,256,OMP,0.0002636,0.0002464
2,256,OMP,0.0003718,0.00048140000000000005
3,256,OMP,0.0003304,0.0003828
4,256,OMP,0.0003222,0.0003502
5,256,OMP,0.00032399999999999996,0.0002842
6,256,OMP,0.0003122,0.0002484
7,256,OMP,0.00028900000000000003,0.00023940000000000002
8,256,OMP,0.00029059999999999996,0.000253
9,256,OMP,0.000316,0.00023280000000000002
10,256,OMP,0.0003268,0.00022699999999999993
11,256,OMP,0.00030460000000000003,0.000196
12,256,OMP,0.0003198,0.00019659999999999998
13,256,OMP,0.00037099999999999996,0.00022959999999999994
14,256,OMP,0.0003632,0.0002032
15,256,OMP,0.00036480000000000003,0.0002114
16,256,OMP,0.0003756,0.0002038
17,256,OMP,0.00040239999999999997,0.00020360000000000002
18,256,OMP,0.00044419999999999996,0.00019060000000000003
19,256,OMP,0.000415,0.0002076
20,256,OMP,0.0004464,0.000198
21,256,OMP,0.00044679999999999996,0.00019579999999999996
22,256,OMP,0.000496,0.0001762
23,256,OMP,0.00048760000000000003,0.0002066
24,256,OMP,0.000508,0.000202
25,256,OMP,0.0005448,0.0001872
26,256,OMP,0.000588,0.00020020000000000004
27,256,OMP,0.0005662,0.00019700000000000005
28,256,OMP,0.0005578,0.00018300000000000003
29,256,OMP,0.000586,0.00019339999999999998
30,256,OMP,0.0006222,0.0001812
31,256,OMP,0.0006295999999999999,0.00017779999999999998
32,256,OMP,0.0006236,0.0002034
33,256,OMP,0.0006446000000000001,0.00017940000000000002
34,256,OMP,0.0006578,0.0001788
35,256,OMP,0.0006663999999999999,0.0001916
36,256,OMP,0.0006714000000000001,0.00018620000000000003
37,256,OMP,0.0006892,0.000194
38,256,OMP,0.0007368000000000001,0.0001978
39,256,OMP,0.0007219999999999999,0.000176
40,256,OMP,0.0007488000000000001,0.00020659999999999998
41,256,OMP,0.0007482,0.000219
42,256,OMP,0.000804,0.00020140000000000002
43,256,OMP,0.0008278000000000001,0.00019240000000000001
44,256,OMP,0.0008006,0.00022240000000000004
45,256,OMP,0.0007938000000000001,0.0002118
46,256,OMP,0.0008806000000000002,0.00020119999999999998
47,256,OMP,0.0009018,0.0001978
48,256,OMP,0.0009014000000000001,0.00019679999999999996
49,256,OMP,0.0009035999999999998,0.000218
50,256,OMP,0.0009822000000000001,0.00021380000000000002
51,256,OMP,0.0009680000000000001,0.0002066
52,256,OMP,0.0010232000000000002,0.0002112
53,256,OMP,0.0009868,0.0002056
54,256,OMP,0.0009962,0.0002052
55,256,OMP,0.001002,0.000213
56,256,OMP,0.0010164,0.00021400000000000005
57,256,OMP,0.0010436,0.00023040000000000002
58,256,OMP,0.0010642,0.00023
59,256,OMP,0.0010998,0.0002112
60,256,OMP,0.0010852000000000001,0.00021740000000000003
61,256,OMP,0.0011373999999999998,0.0002316
62,256,OMP,0.0011738,0.0002232
63,256,OMP,0.001142,0.00023600000000000002
64,256,OMP,0.0011576,0.0002284
65,256,OMP,0.0011868,0.00024140000000000004
66,256,OMP,0.001172,0.0002326
67,256,OMP,0.0012296,0.0002506
68,256,OMP,0.0012088,0.0002594
69,256,OMP,0.0012708,0.00024859999999999997
70,256,OMP,0.001346,0.0002408
71,256,OMP,0.0013035999999999998,0.0002696
72,256,OMP,0.0013786000000000002,0.0002622
73,256,OMP,0.0016638000000000004,0.0002924
74,256,OMP,0.0016684,0.0002842
75,256,OMP,0.0016072,0.000285
76,256,OMP,0.0016818,0.00031120000000000003
77,256,OMP,0.0017310000000000003,0.000321
78,256,OMP,0.0014908,0.0002776
79,256,OMP,0.0014854,0.0002764
80,256,OMP,0.0014736000000000003,0.00028660000000000003
81,256,OMP,0.0015494,0.0002846
82,256,OMP,0.001499,0.000314
83,256,OMP,0.0015467999999999999,0.0002868
84,256,OMP,0.0015651999999999999,0.000314
85,256,OMP,0.0032834,0.0003212
86,256,OMP,0.0016642,0.0002948
87,256,OMP,0.0016136000000000002,0.00032040000000000004
88,256,OMP,0.0022170000000000002,0.000316
89,256,OMP,0.0037267999999999997,0.0021953999999999997
90,256,OMP,0.0029173999999999997,0.0010558
91,256,OMP,0.0036178,0.00031380000000000004
92,256,OMP,0.007004399999999999,0.00036839999999999996
93,256,OMP,0.00812,0.0022414
94,256,OMP,0.009887799999999999,0.0069102
95,256,OMP,0.008884800000000002,0.0068790000000000006
96,256,OMP,0.0112776,0.008805799999999999
1,256,MPI DT,0.00039299999999999996,0.0004182
2,256,MPI DT,0.0004622,0.00039959999999999996
3,256,MPI DT,0.0005729999999999999,0.0004718
4,256,MPI DT,0.0007646,0.0005214000000000001
5,256,MPI DT,0.0008526,0.0004686
6,256,MPI DT,0.0008500000000000001,0.0005315999999999999
7,256,MPI DT,0.0009084,0.0004896
8,256,MPI DT,0.0009160000000000001,0.0004686
9,256,MPI DT,0.0007326,0.0005742
10,256,MPI DT,0.0008534,0.0005818
11,256,MPI DT,0.0008014000000000001,0.0005943999999999999
12,256,MPI DT,0.0008269999999999999,0.0005816
13,256,MPI DT,0.0008468,0.0007714
14,256,MPI DT,0.0008686,0.0006946000000000001
15,256,MPI DT,0.0008242,0.0006630000000000001
16,256,MPI DT,0.0012737999999999998,0.0005464
17,256,MPI DT,0.0010164,0.0007478000000000001
18,256,MPI DT,0.000977,0.0008190000000000001
19,256,MPI DT,0.0009644,0.000723
20,256,MPI DT,0.0012436,0.0008832
21,256,MPI DT,0.0010366000000000002,0.0008033999999999999
22,256,MPI DT,0.0011991999999999997,0.0008858
23,256,MPI DT,0.0012916,0.0009188
24,256,MPI DT,0.0012488,0.0009731999999999999
25,256,MPI DT,0.0011286,0.0007872
26,256,MPI DT,0.0009544,0.0008352
27,256,MPI DT,0.0011784,0.001098
28,256,MPI DT,0.0013763999999999998,0.0011773999999999999
29,256,MPI DT,0.0012708,0.0009658
30,256,MPI DT,0.0012634,0.0009986
31,256,MPI DT,0.0012452000000000001,0.0010467999999999999
32,256,MPI DT,0.0017758,0.000648
33,256,MPI DT,0.0015616000000000002,0.0011786
34,256,MPI DT,0.0013148,0.0011582
35,256,MPI DT,0.0013624000000000002,0.0012118
36,256,MPI DT,0.0016238,0.0012664
37,256,MPI DT,0.001616,0.0012752
38,256,MPI DT,0.0016124,0.0013818
39,256,MPI DT,0.0011956000000000002,0.000933
40,256,MPI DT,0.0016612000000000003,0.001489
41,256,MPI DT,0.0016098000000000002,0.001617
42,256,MPI DT,0.0016312,0.0015356
43,256,MPI DT,0.0012482,0.0010362000000000001
44,256,MPI DT,0.0017804000000000001,0.0016538
45,256,MPI DT,0.0019355999999999998,0.0018408
46,256,MPI DT,0.0015850000000000003,0.0011832000000000001
47,256,MPI DT,0.0021566,0.0019389999999999998
48,256,MPI DT,0.001402,0.0012511999999999998
49,256,MPI DT,0.0024701999999999997,0.0022677999999999995
50,256,MPI DT,0.0015718,0.0012796
51,256,MPI DT,0.002305,0.0021395999999999997
52,256,MPI DT,0.0016469999999999998,0.0013376000000000002
53,256,MPI DT,0.0016558,0.0015184
54,256,MPI DT,0.001728,0.0016251999999999998
55,256,MPI DT,0.0018614000000000003,0.0015394
56,256,MPI DT,0.00178,0.0018181999999999996
57,256,MPI DT,0.0028954,0.0030613999999999997
58,256,MPI DT,0.0020515999999999998,0.001642
59,256,MPI DT,0.002508,0.0019002000000000001
60,256,MPI DT,0.0020312000000000004,0.0019057999999999998
61,256,MPI DT,0.00213,0.0020396000000000004
62,256,MPI DT,0.002411,0.0019934
63,256,MPI DT,0.0022720000000000006,0.0020746000000000002
64,256,MPI DT,0.0025705999999999997,0.0010922
65,256,MPI DT,0.0025486000000000003,0.0020098
66,256,MPI DT,0.0023562,0.0021801999999999998
67,256,MPI DT,0.0023033999999999997,0.0021418
68,256,MPI DT,0.0024706000000000003,0.0022726
69,256,MPI DT,0.0023878,0.0023112000000000002
70,256,MPI DT,0.0026092,0.0024308
71,256,MPI DT,0.0027636,0.0026118
72,256,MPI DT,0.0025404,0.0025334000000000003
73,256,MPI DT,0.0026731999999999997,0.0025654
74,256,MPI DT,0.0026954,0.002729
75,256,MPI DT,0.0029402,0.0029424
76,256,MPI DT,0.0014214000000000002,0.0013739999999999998
77,256,MPI DT,0.0028339999999999997,0.0027724
78,256,MPI DT,0.0030150000000000003,0.0027386
79,256,MPI DT,0.0029352,0.0029606
80,256,MPI DT,0.0093256,0.0104122
81,256,MPI DT,0.0030148,0.0032730000000000003
82,256,MPI DT,0.0036656,0.0032402
83,256,MPI DT,0.0033482,0.0035338
84,256,MPI DT,0.0078802,0.0032321999999999997
85,256,MPI DT,0.0033248,0.0034396
86,256,MPI DT,0.0016178000000000002,0.0015960000000000002
87,256,MPI DT,0.007727199999999999,0.010527400000000001
88,256,MPI DT,0.0037584,0.0037176
89,256,MPI DT,0.0039017999999999995,0.0035372
90,256,MPI DT,0.013482,0.014059199999999999
91,256,MPI DT,0.010469000000000001,0.0083928
92,256,MPI DT,0.0166304,0.015432600000000001
93,256,MPI DT,0.016748199999999998,0.010575
94,256,MPI DT,0.028697999999999994,0.027654
95,256,MPI DT,0.013530000000000004,0.018361
96,256,MPI DT,0.0359646,0.035398799999999994
1,512,SEQ,0.0011380000000000001,0.0028988000000000004
1,512,OMP,0.0010332000000000002,0.0010466
2,512,OMP,0.0009564000000000002,0.0015777999999999996
3,512,OMP,0.0009509999999999999,0.0012974
4,512,OMP,0.0008027999999999999,0.0011046
5,512,OMP,0.0006816,0.0009268
6,512,OMP,0.0006778,0.0008897999999999999
7,512,OMP,0.0006102,0.000791
8,512,OMP,0.0005696,0.0007861999999999999
9,512,OMP,0.0005694000000000001,0.0007102
10,512,OMP,0.0005729999999999999,0.0007091999999999999
11,512,OMP,0.0005194,0.0006850000000000001
12,512,OMP,0.000505,0.0006788
13,512,OMP,0.0005229999999999999,0.0006428
14,512,OMP,0.0005558000000000001,0.0006617999999999999
15,512,OMP,0.0005436000000000001,0.0006458
16,512,OMP,0.0005154000000000001,0.0006760000000000001
17,512,OMP,0.0005314,0.0006652
18,512,OMP,0.0005441999999999999,0.000645
19,512,OMP,0.0005624,0.0006208
20,512,OMP,0.0005358,0.0005778
21,512,OMP,0.0005976,0.0005828
22,512,OMP,0.0006073999999999999,0.0005850000000000001
23,512,OMP,0.0006318,0.000608
24,512,OMP,0.0006058,0.00059
25,512,OMP,0.0006614,0.0005858
26,512,OMP,0.0006257999999999999,0.000575
27,512,OMP,0.0006761999999999998,0.0006206
28,512,OMP,0.0006668,0.0006184000000000001
29,512,OMP,0.0006869999999999999,0.0006286
30,512,OMP,0.0007372,0.0006081999999999999
31,512,OMP,0.0006998,0.0005608
32,512,OMP,0.0007388,0.0005857999999999999
33,512,OMP,0.0007464,0.0005634
34,512,OMP,0.0007903999999999999,0.0005742000000000001
35,512,OMP,0.0008186000000000001,0.0005543999999999999
36,512,OMP,0.000808,0.0005664000000000001
37,512,OMP,0.0009012000000000001,0.0005261999999999999
38,512,OMP,0.0008466,0.0005632
39,512,OMP,0.0008826000000000001,0.0005656000000000001
40,512,OMP,0.0009078,0.0005934
41,512,OMP,0.0008916,0.0005438
42,512,OMP,0.0009302,0.0006149999999999999
43,512,OMP,0.0009894,0.000628
44,512,OMP,0.0009316,0.0006019999999999999
45,512,OMP,0.0009680000000000001,0.000638
46,512,OMP,0.001013,0.0005762
47,512,OMP,0.0010075999999999998,0.000611
48,512,OMP,0.0010414,0.0005632
49,512,OMP,0.001047,0.0006422
50,512,OMP,0.0010652,0.0006192000000000001
51,512,OMP,0.0011004,0.0006768
52,512,OMP,0.0010919999999999999,0.0006010000000000001
53,512,OMP,0.0011259999999999998,0.000684
54,512,OMP,0.0010890000000000001,0.0006371999999999999
55,512,OMP,0.0011516,0.0006533999999999999
56,512,OMP,0.0011546,0.0006057999999999999
57,512,OMP,0.0011907999999999999,0.0006263999999999999
58,512,OMP,0.0012292000000000002,0.0006355999999999999
59,512,OMP,0.0012112,0.0006193999999999999
60,512,OMP,0.0012458,0.0005705999999999999
61,512,OMP,0.0012908000000000002,0.0005962000000000001
62,512,OMP,0.0013166,0.0005390000000000001
63,512,OMP,0.0012862,0.0005038000000000001
64,512,OMP,0.0013754000000000001,0.000529
65,512,OMP,0.0014068000000000002,0.0005428000000000001
66,512,OMP,0.0014528000000000002,0.0004966
67,512,OMP,0.0014244,0.0005376000000000001
68,512,OMP,0.0014228,0.0005376000000000001
69,512,OMP,0.0014604000000000002,0.0005588
70,512,OMP,0.0014838,0.0005644
71,512,OMP,0.0014642000000000001,0.0005472000000000001
72,512,OMP,0.0015206,0.0005748
73,512,OMP,0.0015069999999999997,0.0005683999999999999
74,512,OMP,0.0015982,0.0005892
75,512,OMP,0.0016030000000000003,0.0006198
76,512,OMP,0.0016224000000000002,0.0006092000000000001
77,512,OMP,0.0016317999999999999,0.0005972
78,512,OMP,0.0016829999999999998,0.0005698
79,512,OMP,0.001671,0.0005988
80,512,OMP,0.0017247999999999999,0.0006136
81,512,OMP,0.0016572,0.0006208
82,512,OMP,0.0017773999999999997,0.0006246
83,512,OMP,0.0017866,0.000638
84,512,OMP,0.0018104000000000002,0.0006446
85,512,OMP,0.0024912,0.0006274
86,512,OMP,0.0019268,0.0006276
87,512,OMP,0.0035774,0.0006198
88,512,OMP,0.002834,0.0006442
89,512,OMP,0.0021441999999999998,0.0006794
90,512,OMP,0.0022012,0.0006674
91,512,OMP,0.0053122,0.0006974
92,512,OMP,0.0057232,0.0016422000000000003
93,512,OMP,0.0091084,0.005408199999999999
94,512,OMP,0.0084238,0.0053804
95,512,OMP,0.0100022,0.008217
96,512,OMP,0.010160800000000001,0.0091404
1,512,MPI DT,0.0013972,0.0027167999999999997
2,512,MPI DT,0.0012348,0.0020196
3,512,MPI DT,0.0016184,0.0019342
4,512,MPI DT,0.0015989999999999997,0.0019126
5,512,MPI DT,0.0020768,0.0020805999999999997
6,512,MPI DT,0.002053,0.0020504
7,512,MPI DT,0.0020515999999999998,0.0020986
8,512,MPI DT,0.0019752000000000003,0.0021244000000000002
9,512,MPI DT,0.0020020000000000003,0.0021806000000000004
10,512,MPI DT,0.0020539999999999994,0.0023265999999999994
11,512,MPI DT,0.0021078,0.0025992000000000003
12,512,MPI DT,0.0021462,0.0027708
13,512,MPI DT,0.002006,0.0027264
14,512,MPI DT,0.0022216000000000002,0.002934
15,512,MPI DT,0.0023434,0.0031424
16,512,MPI DT,0.00244,0.0030315999999999997
17,512,MPI DT,0.002753,0.0028158
18,512,MPI DT,0.0030878000000000004,0.0030350000000000004
19,512,MPI DT,0.0030372,0.0030302
20,512,MPI DT,0.0030908000000000003,0.003107
21,512,MPI DT,0.002962,0.0029328
22,512,MPI DT,0.0031174,0.0030358
23,512,MPI DT,0.003359,0.0033610000000000003
24,512,MPI DT,0.003379,0.0034414
25,512,MPI DT,0.0035095999999999994,0.0035462000000000002
26,512,MPI DT,0.0037178000000000003,0.0037346
27,512,MPI DT,0.0038184000000000004,0.0038258
28,512,MPI DT,0.0037712,0.003821
29,512,MPI DT,0.0040842,0.0039102
30,512,MPI DT,0.004099199999999999,0.004134799999999999
31,512,MPI DT,0.004124999999999999,0.0041383999999999995
32,512,MPI DT,0.0042308,0.004170200000000001
33,512,MPI DT,0.0043828,0.0044556000000000005
34,512,MPI DT,0.0048348,0.004593399999999999
35,512,MPI DT,0.0045904,0.004314
36,512,MPI DT,0.0046781999999999995,0.0044538
37,512,MPI DT,0.004741400000000001,0.0045946
38,512,MPI DT,0.0051698,0.0051284
39,512,MPI DT,0.0044112000000000005,0.0043894
40,512,MPI DT,0.0050046,0.004753800000000001
41,512,MPI DT,0.005052199999999999,0.005018800000000001
42,512,MPI DT,0.0056898,0.0055953999999999995
43,512,MPI DT,0.0052952,0.005092
44,512,MPI DT,0.0055036,0.0055184
45,512,MPI DT,0.0054773999999999995,0.0056226
46,512,MPI DT,0.004987,0.0049354
47,512,MPI DT,0.0058892,0.0059416
48,512,MPI DT,0.005636,0.0055738
49,512,MPI DT,0.0063914,0.006811200000000001
50,512,MPI DT,0.0057312000000000005,0.005642
51,512,MPI DT,0.005706,0.005735200000000001
52,512,MPI DT,0.006115799999999999,0.0060328
53,512,MPI DT,0.0052692,0.0056396
54,512,MPI DT,0.006506,0.006351
55,512,MPI DT,0.006898400000000001,0.006751
56,512,MPI DT,0.005880399999999999,0.0058356
57,512,MPI DT,0.0068709999999999995,0.0069174
58,512,MPI DT,0.0074224,0.007345
59,512,MPI DT,0.006587999999999999,0.0068608
60,512,MPI DT,0.006752800000000001,0.0068662
61,512,MPI DT,0.006714199999999999,0.0068734
62,512,MPI DT,0.006912,0.0069084
63,512,MPI DT,0.0072464,0.007634400000000001
64,512,MPI DT,0.0078262,0.0081806
65,512,MPI DT,0.0064036,0.0063105999999999995
66,512,MPI DT,0.006326,0.0061852
67,512,MPI DT,0.006401799999999999,0.006625799999999999
68,512,MPI DT,0.0068931999999999995,0.0066182
69,512,MPI DT,0.0086772,0.008979999999999998
70,512,MPI DT,0.008279600000000002,0.0081254
71,512,MPI DT,0.008943,0.0089556
72,512,MPI DT,0.008668200000000001,0.008812
73,512,MPI DT,0.0071172,0.006987199999999999
74,512,MPI DT,0.007491,0.0072736
75,512,MPI DT,0.0090932,0.009338599999999999
76,512,MPI DT,0.009431,0.0076348
77,512,MPI DT,0.0076188,0.007329199999999999
