Processes,Dim,Version,RollingMean_MatTranspose,SpeedupMatTrans,EfficiencyMatTrans
25,128,MPI DT,0.00034999999999999994,0.22400000000000006,0.8960000000000002
26,128,MPI DT,0.00024959999999999994,0.3141025641025642,1.2080867850098624
27,128,MPI DT,0.0003854,0.20342501297353402,0.7534259739760519
28,128,MPI DT,0.0005053999999999999,0.15512465373961223,0.5540166204986151
29,128,MPI DT,0.0004252,0.18438381937911574,0.6358062737210888
30,128,MPI DT,0.0004646,0.16874730951356007,0.562491031711867
31,128,MPI DT,0.0004506000000000001,0.17399023524189966,0.5612588233609667
32,128,MPI DT,0.0002154,0.36397400185701023,1.137418755803157
33,128,MPI DT,0.0005176,0.15146831530139104,0.4589948948527002
34,128,MPI DT,0.0005551999999999999,0.1412103746397695,0.41532463129343966
35,128,MPI DT,0.000582,0.13470790378006872,0.3848797250859106
36,128,MPI DT,0.0006346000000000001,0.12354238890639772,0.34317330251777145
37,128,MPI DT,0.0007381999999999999,0.10620428068274182,0.28703859643984275
38,128,MPI DT,0.0008606000000000001,0.09109923309319079,0.23973482392944945
39,128,MPI DT,0.0004118,0.1903836813987373,0.48816328563778794
40,128,MPI DT,0.0004382,0.17891373801916935,0.44728434504792336
41,128,MPI DT,0.0007174,0.10928352383607473,0.26654518008798717
42,128,MPI DT,0.0009548,0.08211143695014664,0.19550342130987297
43,128,MPI DT,0.000434,0.1806451612903226,0.42010502625656415
44,128,MPI DT,0.0005248,0.14939024390243905,0.33952328159645234
45,128,MPI DT,0.0008792000000000001,0.08917197452229299,0.1981599433828733
46,128,MPI DT,0.0005482000000000001,0.14301349872309374,0.3108989102675951
47,128,MPI DT,0.0009607999999999998,0.08159866777685265,0.17361418675926096
48,128,MPI DT,0.0007412000000000001,0.10577441985968698,0.22036337470768122
49,128,MPI DT,0.0012184,0.06434668417596849,0.1313197636244255
50,128,MPI DT,0.0006730000000000001,0.11649331352154532,0.23298662704309062
51,128,MPI DT,0.0015334,0.05112821181687753,0.1002513957193677
52,128,MPI DT,0.0005872000000000001,0.1335149863760218,0.2567595891846573
53,128,MPI DT,0.0006952000000000001,0.11277330264672036,0.21277981631456672
54,128,MPI DT,0.0014034000000000002,0.05586432948553513,0.10345246201025023
55,128,MPI DT,0.0008468,0.0925838450637695,0.16833426375230817
56,128,MPI DT,0.0008912000000000001,0.08797127468581688,0.1570915619389587
57,128,MPI DT,0.0015838000000000002,0.049501199646420004,0.086844209906
58,128,MPI DT,0.0008071999999999999,0.09712586719524284,0.16745839171593593
59,128,MPI DT,0.0009132,0.08585194918966274,0.14551177828756395
60,128,MPI DT,0.0009032,0.08680248007085917,0.14467080011809863
61,128,MPI DT,0.0007576000000000001,0.10348468848996832,0.16964703031142347
62,128,MPI DT,0.000981,0.0799184505606524,0.1289007267107297
63,128,MPI DT,0.0008807999999999998,0.08900999091734789,0.14128569986880618
64,128,MPI DT,0.0007204,0.1088284286507496,0.17004441976679624
65,128,MPI DT,0.0007172000000000001,0.10931399888455103,0.16817538289930928
66,128,MPI DT,0.0007367999999999999,0.10640608034744845,0.16122133385977036
67,128,MPI DT,0.0009763999999999999,0.08029496108152398,0.11984322549481191
68,128,MPI DT,0.001064,0.0736842105263158,0.10835913312693499
69,128,MPI DT,0.0009857999999999998,0.07952931629133701,0.11525987868309712
70,128,MPI DT,0.0010644,0.0736565201052236,0.10522360015031942
71,128,MPI DT,0.0009014,0.08697581539826937,0.12250114844826673
72,128,MPI DT,0.0025031999999999997,0.031319910514541395,0.043499875714640826
73,128,MPI DT,0.0010412000000000002,0.07529773338455628,0.10314757997884423
74,128,MPI DT,0.005998399999999999,0.013070152040544148,0.017662367622356956
75,128,MPI DT,0.0010102,0.07760839437735104,0.10347785916980139
76,128,MPI DT,0.0010458,0.07496653279785812,0.09864017473402384
