Processes,Dim,Version,RollingMean_MatTranspose
73,2048,MPI DT,0.0519544
74,2048,MPI DT,0.0530312
75,2048,MPI DT,0.052757
76,2048,MPI DT,0.05318019999999999
77,2048,MPI DT,0.0529656
78,2048,MPI DT,0.0515826
79,2048,MPI DT,0.053156
80,2048,MPI DT,0.054025000000000004
81,2048,MPI DT,0.05436799999999999
82,2048,MPI DT,0.055584
83,2048,MPI DT,0.053671
84,2048,MPI DT,0.056024399999999995
85,2048,MPI DT,0.0559524
86,2048,MPI DT,0.05511579999999999
87,2048,MPI DT,0.059354
88,2048,MPI DT,0.06253979999999999
89,2048,MPI DT,0.08898260000000001
90,2048,MPI DT,0.06218900000000001
91,2048,MPI DT,0.10272460000000001
92,2048,MPI DT,0.0580504
93,2048,MPI DT,0.12572960000000002
94,2048,MPI DT,0.0722246
95,2048,MPI DT,0.07362139999999999
96,2048,MPI DT,0.11256339999999998
1,4096,SEQ,0.1995616
1,4096,MPI BDV,0.43007059999999997
4,4096,MPI BDV,0.158407
16,4096,MPI BDV,0.1012912
64,4096,MPI BDV,0.092388
1,4096,MPI DT,0.3900334
2,4096,MPI DT,0.32102259999999994
3,4096,MPI DT,0.23220620000000003
4,4096,MPI DT,0.1771846
5,4096,MPI DT,0.1613612
6,4096,MPI DT,0.138329
7,4096,MPI DT,0.13083119999999998
8,4096,MPI DT,0.12298659999999999
9,4096,MPI DT,0.1236536
10,4096,MPI DT,0.12261599999999999
11,4096,MPI DT,0.1237362
12,4096,MPI DT,0.1188944
13,4096,MPI DT,0.116744
14,4096,MPI DT,0.11638420000000001
15,4096,MPI DT,0.12005080000000001
16,4096,MPI DT,0.11381560000000002
17,4096,MPI DT,0.11799939999999998
18,4096,MPI DT,0.11825319999999999
19,4096,MPI DT,0.11700379999999999
20,4096,MPI DT,0.1186326
21,4096,MPI DT,0.12202080000000001
22,4096,MPI DT,0.1209192
23,4096,MPI DT,0.1204828
24,4096,MPI DT,0.1229162
25,4096,MPI DT,0.1239598
26,4096,MPI DT,0.1210764
27,4096,MPI DT,0.12210619999999998
28,4096,MPI DT,0.12465200000000001
29,4096,MPI DT,0.1242356
30,4096,MPI DT,0.1239432
31,4096,MPI DT,0.12802260000000001
32,4096,MPI DT,0.12516180000000002
33,4096,MPI DT,0.12967800000000002
34,4096,MPI DT,0.1319864
35,4096,MPI DT,0.129643
36,4096,MPI DT,0.13254439999999998
37,4096,MPI DT,0.1310412
38,4096,MPI DT,0.1349098
39,4096,MPI DT,0.1344452
40,4096,MPI DT,0.1390156
41,4096,MPI DT,0.1364018
42,4096,MPI DT,0.13874899999999998
43,4096,MPI DT,0.14037280000000002
44,4096,MPI DT,0.13978459999999998
45,4096,MPI DT,0.148095
46,4096,MPI DT,0.1508176
47,4096,MPI DT,0.1458206
48,4096,MPI DT,0.1538688
49,4096,MPI DT,0.1547994
50,4096,MPI DT,0.15449300000000002
51,4096,MPI DT,0.1605568
52,4096,MPI DT,0.1587896
53,4096,MPI DT,0.1579758
54,4096,MPI DT,0.16724979999999998
55,4096,MPI DT,0.1572
56,4096,MPI DT,0.1653806
57,4096,MPI DT,0.1687778
58,4096,MPI DT,0.16252499999999998
59,4096,MPI DT,0.1657666
60,4096,MPI DT,0.1730274
61,4096,MPI DT,0.16357760000000002
62,4096,MPI DT,0.17286580000000001
63,4096,MPI DT,0.17575639999999998
64,4096,MPI DT,0.1721346
65,4096,MPI DT,0.1821264
66,4096,MPI DT,0.174877
67,4096,MPI DT,0.17822880000000002
68,4096,MPI DT,0.1810834
69,4096,MPI DT,0.1846276
70,4096,MPI DT,0.1786916
71,4096,MPI DT,0.188391
72,4096,MPI DT,0.184157
73,4096,MPI DT,0.1877274
74,4096,MPI DT,0.190085
75,4096,MPI DT,0.1814406
76,4096,MPI DT,0.18460859999999998
77,4096,MPI DT,0.1830596
78,4096,MPI DT,0.19180480000000003
79,4096,MPI DT,0.192413
80,4096,MPI DT,0.1904244
81,4096,MPI DT,0.1877378
82,4096,MPI DT,0.2119374
83,4096,MPI DT,0.19702060000000002
84,4096,MPI DT,0.1982148
85,4096,MPI DT,0.19095060000000003
86,4096,MPI DT,0.20576939999999996
87,4096,MPI DT,0.20038019999999998
88,4096,MPI DT,0.20671559999999997
89,4096,MPI DT,0.22324419999999998
90,4096,MPI DT,0.2046484
91,4096,MPI DT,0.21577980000000002
92,4096,MPI DT,0.21945099999999998
93,4096,MPI DT,0.22669960000000003
94,4096,MPI DT,0.2094376
95,4096,MPI DT,0.2237184
96,4096,MPI DT,0.23625980000000002
