Processes,Dim,Version,RollingMean_CheckSym,RollingMean_MatTranspose
57,32,MPI B,0.00044540000000000004,0.0005512000000000001
58,32,MPI B,0.0006144,0.0005484
59,32,MPI B,0.0006686000000000001,0.0006474
60,32,MPI B,0.0006602,0.0005721999999999999
61,32,MPI B,0.00035039999999999995,0.0005632
62,32,MPI B,0.0004509999999999999,0.0005514
63,32,MPI B,0.0006446000000000001,0.000553
64,32,MPI B,0.0009574,0.0005587999999999999
65,32,MPI B,0.0007874000000000001,0.0005499999999999999
66,32,MPI B,0.0008768000000000002,0.0005574
67,32,MPI B,0.0009530000000000001,0.0005606
68,32,MPI B,0.0008487999999999999,0.0005574000000000001
69,32,MPI B,0.0006902,0.0005384
70,32,MPI B,0.0010586,0.0005558000000000001
71,32,MPI B,0.0006801999999999999,0.000563
72,32,MPI B,0.0009916,0.0006500000000000001
73,32,MPI B,0.001154,0.0005364
74,32,MPI B,0.0006820000000000001,0.0006000000000000001
75,32,MPI B,0.0007052,0.000594
76,32,MPI B,0.0009747999999999998,0.0006031999999999999
77,32,MPI B,0.0006438000000000001,0.0006052
78,32,MPI B,0.0006382,0.0005878000000000001
79,32,MPI B,0.0006685999999999999,0.0005734
80,32,MPI B,0.0005778000000000001,0.0005872000000000001
81,32,MPI B,0.0013288000000000002,0.0005856
82,32,MPI B,0.0005765999999999999,0.0006114
83,32,MPI B,0.0029442,0.0006002
84,32,MPI B,0.0008144000000000002,0.0005897999999999999
85,32,MPI B,0.0027642000000000005,0.0006003999999999998
86,32,MPI B,0.0006479999999999999,0.0005992
87,32,MPI B,0.010112,0.0006056
88,32,MPI B,0.000869,0.000589
89,32,MPI B,0.0057399999999999994,0.0030776000000000006
90,32,MPI B,0.0055748,0.0006035999999999999
91,32,MPI B,0.007750000000000002,0.0006094000000000001
92,32,MPI B,0.0060464,0.0006062
93,32,MPI B,0.0052682,0.0006065999999999999
94,32,MPI B,0.0078292,0.0005986
95,32,MPI B,0.010452,0.0006174
96,32,MPI B,0.0085376,0.0006065999999999999
32,32,MPI ATA,0.0003604,0.0003638
1,32,MPI DT,0.000132,2e-06
2,32,MPI DT,0.00015000000000000001,4.459999999999999e-05
3,32,MPI DT,0.0005208000000000001,5.06e-05
4,32,MPI DT,0.0002536,4.4999999999999996e-05
5,32,MPI DT,0.0002892,4.48e-05
6,32,MPI DT,0.0003398,4.74e-05
7,32,MPI DT,0.0001746,5.1599999999999994e-05
8,32,MPI DT,0.00041279999999999995,5.12e-05
9,32,MPI DT,0.0003054,4.78e-05
10,32,MPI DT,0.00035140000000000003,5.62e-05
11,32,MPI DT,0.0007266,6.66e-05
12,32,MPI DT,0.00042400000000000006,0.00014859999999999998
13,32,MPI DT,0.0006628000000000001,0.00039700000000000005
14,32,MPI DT,0.0003904,0.00014240000000000002
15,32,MPI DT,0.0003558,0.0002208
16,32,MPI DT,0.0003306,0.00025739999999999997
17,32,MPI DT,0.0005361999999999999,0.0001402
18,32,MPI DT,0.0006799999999999999,0.00023119999999999998
19,32,MPI DT,0.00047860000000000003,0.00025
20,32,MPI DT,0.0006772,0.00042699999999999997
21,32,MPI DT,0.000511,0.0005144000000000001
22,32,MPI DT,0.0005660000000000001,0.0005535999999999999
23,32,MPI DT,0.00037580000000000003,0.0004267999999999999
24,32,MPI DT,0.00035699999999999995,0.0005177999999999999
25,32,MPI DT,0.0003686,0.00054
26,32,MPI DT,0.0007627999999999999,0.0004502
27,32,MPI DT,0.0005572,0.0008218000000000001
28,32,MPI DT,0.00022359999999999996,0.0004692
29,32,MPI DT,0.0003566,0.0009506
30,32,MPI DT,0.0004244,0.0005616
31,32,MPI DT,0.00034260000000000003,0.00046419999999999995
32,32,MPI DT,0.00043020000000000005,0.0023944000000000005
33,32,MPI DT,0.0002524,0.0005594
34,32,MPI DT,0.00043679999999999994,0.00046100000000000004
35,32,MPI DT,0.00034679999999999997,0.00046960000000000003
36,32,MPI DT,0.0003516,0.0005682
37,32,MPI DT,0.0004371999999999999,0.0005966
38,32,MPI DT,0.0005372,0.0030618
39,32,MPI DT,0.0005237999999999999,0.0006178
40,32,MPI DT,0.0005143999999999999,0.0005804
41,32,MPI DT,0.0002118,0.000616
42,32,MPI DT,0.0002208,0.0007028
43,32,MPI DT,0.00021459999999999998,0.0006792
44,32,MPI DT,0.00030320000000000005,0.0005587999999999999
45,32,MPI DT,0.0003968,0.0008514000000000001
46,32,MPI DT,0.00044720000000000003,0.0006088
47,32,MPI DT,0.00022900000000000004,0.0004724
48,32,MPI DT,0.0005200000000000001,0.001178
49,32,MPI DT,0.00046160000000000005,0.0006064
50,32,MPI DT,0.000247,0.00143
51,32,MPI DT,0.0003618,0.0006524
52,32,MPI DT,0.000352,0.0008943999999999998
